ID,X273C1,X273C2,X273sh18.2,X273sh18.1,X273sh53.2,X273sh53.1,X379C1,X379C2,X379sh18.2,X379sh18.1
ENSG00000283586,0,0,0,0,0,1,0,0,0,0
ENSG00000183607,0,0,0,0,0,0,0,0,0,0
ENSG00000169605,0,0,0,0,0,0,0,0,0,0
ENSG00000169604,2664,3387,3573,2930,2559,3564,1664,2343,4246,4566
ENSG00000266649,1,0,1,0,0,0,0,0,0,0
ENSG00000199460,1,0,0,1,0,2,0,3,0,0
ENSG00000271597,0,0,0,2,0,0,0,0,0,0
ENSG00000198380,1703,2193,1539,1609,1453,2350,1190,1448,2350,2404
ENSG00000252250,2,0,0,1,1,0,3,0,0,2
ENSG00000169599,512,617,466,518,469,650,408,616,520,746
ENSG00000115977,1102,1348,1029,979,821,1322,1236,1681,1883,1728
ENSG00000244236,0,0,1,0,1,3,0,0,0,1
ENSG00000207016,0,0,0,0,0,1,0,0,0,0
ENSG00000232228,1,1,1,0,0,1,1,0,0,0
ENSG00000229948,3,2,1,1,0,4,0,3,3,0
ENSG00000196975,715,887,623,700,687,1098,384,481,328,556
ENSG00000231024,0,2,0,2,2,4,0,1,0,0
ENSG00000087338,1064,1219,799,934,807,1304,537,703,731,818
ENSG00000275381,2,2,1,2,3,6,4,3,2,4
ENSG00000270723,2,5,1,1,0,2,0,1,0,1
ENSG00000124380,1297,1577,1018,1212,1069,2012,822,1229,1021,1357
ENSG00000059728,557,589,250,297,250,410,253,356,305,405
ENSG00000279229,1,2,5,1,1,4,0,2,1,4
ENSG00000244617,30,28,18,28,17,36,17,16,19,22
ENSG00000179818,741,837,515,747,428,787,344,459,528,498
ENSG00000263669,1,0,0,0,0,0,0,0,0,0
ENSG00000169564,6373,7983,5296,6198,5315,8384,4656,5990,5429,7539
ENSG00000233060,4,2,0,3,0,1,3,2,1,1
ENSG00000225392,1,0,0,0,1,1,2,0,0,2
ENSG00000231327,99,94,60,86,60,86,48,67,74,76
ENSG00000115998,328,421,347,412,347,580,213,305,406,414
ENSG00000116001,4685,5753,3700,4343,3690,6182,2626,3626,3682,4120
ENSG00000221238,0,0,0,0,0,0,0,0,0,0
ENSG00000231414,2,0,1,1,1,3,1,0,0,0
ENSG00000116005,2684,3091,2558,2838,2209,3825,1716,2433,2720,3614
ENSG00000143977,1640,2198,1578,1847,1949,2697,1257,1825,1571,1756
ENSG00000035141,1576,1788,1142,1460,1319,2265,699,991,726,1127
ENSG00000233849,0,0,0,0,0,0,0,0,0,0
ENSG00000235289,0,0,0,0,0,0,0,0,0,0
ENSG00000229229,0,0,0,0,0,1,0,0,0,0
ENSG00000163235,42,34,36,22,42,64,581,772,702,978
ENSG00000224606,0,0,0,0,0,0,0,1,0,1
ENSG00000075340,783,774,436,608,489,885,888,1164,1024,867
ENSG00000235035,0,0,0,2,0,1,0,1,1,0
ENSG00000183733,2,0,1,2,0,4,0,2,1,3
ENSG00000228034,0,0,0,0,0,0,1,0,0,0
ENSG00000152672,18,27,13,13,13,16,42,69,57,56
ENSG00000231386,1,0,1,0,0,2,2,0,2,1
ENSG00000116031,23,36,30,25,22,42,40,57,36,51
ENSG00000237751,6,2,4,1,3,7,1,3,5,6
ENSG00000277764,5,6,2,7,4,3,11,12,11,12
ENSG00000116035,279,364,176,234,241,311,253,317,280,334
ENSG00000116039,537,836,416,450,431,527,253,339,395,270
ENSG00000258881,27,28,22,15,6,39,14,13,21,9
ENSG00000239322,16,10,9,5,8,10,1,3,13,4
ENSG00000226186,16,21,3,13,9,9,9,6,8,12
ENSG00000241159,2,1,1,1,0,1,2,0,0,6
ENSG00000144031,29,21,18,25,13,31,13,31,25,30
ENSG00000144043,1796,1994,1580,1911,1725,2524,1656,2313,1777,2409
ENSG00000228384,6,13,11,9,8,10,4,6,13,12
ENSG00000236469,0,0,0,0,0,1,0,0,0,0
ENSG00000205847,0,0,0,0,0,0,0,0,0,0
ENSG00000234485,0,0,0,1,0,0,0,0,0,0
ENSG00000234896,0,0,0,0,0,0,0,0,0,0
ENSG00000124357,1061,1035,845,990,920,1365,1096,1599,1874,1977
ENSG00000272735,9,3,2,4,3,3,1,1,0,1
ENSG00000124370,258,279,155,255,177,322,70,79,75,98
ENSG00000124383,1396,1519,1033,1306,1182,1908,641,966,929,1133
ENSG00000233870,0,0,0,2,0,0,1,0,1,1
ENSG00000124374,20,39,18,13,13,11,10,7,11,27
ENSG00000075292,2688,3350,2424,2547,2059,3496,1886,2728,3238,3918
ENSG00000281195,15,20,19,7,21,23,26,24,100,79
ENSG00000200779,0,0,0,0,0,0,0,0,0,0
ENSG00000135636,10,14,4,9,10,18,3,18,4,6
ENSG00000233971,0,0,0,0,0,0,0,1,0,1
ENSG00000003137,5,14,6,12,3,8,1,0,4,2
ENSG00000144036,526,627,557,565,564,963,450,663,711,782
ENSG00000228568,0,0,0,0,0,0,0,0,0,0
ENSG00000222536,0,0,0,0,0,2,0,0,0,0
ENSG00000212378,0,0,0,0,0,0,0,0,0,0
ENSG00000116096,880,1136,854,1087,866,1326,305,445,521,773
ENSG00000135638,6,7,8,6,4,8,3,3,5,5
ENSG00000278060,0,0,0,0,0,2,0,0,0,0
ENSG00000144040,1235,1244,933,1197,712,1292,1987,2833,1749,2476
ENSG00000135631,1201,1276,783,944,878,1418,125,172,212,233
ENSG00000272702,19,29,17,24,15,16,5,3,0,6
ENSG00000214513,6,0,1,1,0,2,2,0,0,0
ENSG00000135632,1663,2044,1312,1625,1534,2243,980,1191,974,1216
ENSG00000135617,337,399,306,400,321,475,307,409,467,607
ENSG00000135624,11519,15783,9453,11263,10282,15278,7555,10032,7326,10648
ENSG00000163013,1270,1664,1096,1259,1027,1408,789,999,1452,1294
ENSG00000135625,0,0,0,0,0,1,0,0,1,0
ENSG00000252988,1,0,0,0,0,0,0,1,0,1
ENSG00000214484,0,0,0,0,0,0,0,0,0,0
ENSG00000116127,704,868,727,600,828,984,450,701,529,406
ENSG00000230002,38,46,19,15,19,25,29,32,17,20
ENSG00000144035,0,0,0,1,0,2,0,0,0,0
ENSG00000163016,3,4,1,0,4,7,1,0,0,2
ENSG00000204872,0,0,1,0,0,0,0,0,0,0
ENSG00000144034,574,744,460,593,618,908,343,470,352,396
ENSG00000273245,3,5,1,3,2,3,0,2,2,0
ENSG00000280037,6,10,2,2,1,6,1,1,1,1
ENSG00000144048,416,487,318,408,333,550,204,246,241,291
ENSG00000187833,0,0,0,1,0,0,0,0,0,1
ENSG00000124356,1919,2121,1274,1654,1265,2092,1013,1293,1063,1439
ENSG00000271536,0,0,0,0,0,0,0,1,0,1
ENSG00000163017,10,4,4,9,1,2,3,2,0,3
ENSG00000114956,1886,2427,1620,1852,1382,2209,1065,1437,1244,1687
ENSG00000237883,35,34,16,42,20,54,18,25,26,27
ENSG00000235499,39,46,34,44,25,31,17,34,44,27
ENSG00000187605,1534,1789,1286,1301,1041,1594,1122,1485,1652,1358
ENSG00000279181,1,0,0,0,0,0,0,1,1,0
ENSG00000257800,63,89,53,56,67,96,30,41,45,55
ENSG00000217702,9,11,6,7,3,9,1,4,4,4
ENSG00000163170,592,661,589,683,634,996,310,423,356,410
ENSG00000225439,213,243,170,173,235,277,98,137,62,123
ENSG00000114978,4185,5078,3569,4190,4165,6940,2059,2818,2750,3001
ENSG00000279201,0,0,1,0,0,0,0,0,0,0
ENSG00000279070,3,0,0,1,0,5,0,0,0,0
ENSG00000065911,2904,3724,1900,2692,2986,4700,1183,1539,799,1148
ENSG00000264324,5,7,0,6,5,4,6,5,4,2
ENSG00000188687,12,13,11,8,7,4,4,13,11,19
ENSG00000229798,4,0,0,2,0,2,2,0,0,0
ENSG00000252214,0,0,0,0,0,0,0,0,0,0
ENSG00000234632,1,1,0,1,1,0,0,1,1,0
ENSG00000225658,0,0,1,0,0,1,0,2,0,0
ENSG00000204843,6453,7877,5348,6166,5582,8864,4762,6191,5862,7572
ENSG00000237737,9,3,4,7,3,6,2,7,5,4
ENSG00000159239,281,394,205,231,225,356,112,155,65,83
ENSG00000234521,3,4,0,1,0,4,0,0,0,0
ENSG00000233155,28,39,16,27,28,43,9,13,7,9
ENSG00000005448,1781,2361,1053,1246,1097,1664,908,1196,541,758
ENSG00000114993,1399,1796,1328,1319,1396,1932,1707,2304,2189,2569
ENSG00000115274,223,263,141,180,134,198,84,107,150,206
ENSG00000274049,0,6,5,5,0,1,3,8,2,7
ENSG00000239779,1908,2137,1430,1696,1394,2195,1082,1395,1218,1926
ENSG00000115275,4815,5881,3418,4275,3772,5816,1903,2621,2930,3543
ENSG00000204822,181,226,168,236,160,233,150,216,249,260
ENSG00000135637,569,611,478,571,440,587,321,462,617,601
ENSG00000115282,1045,1391,876,1048,855,1188,715,871,853,913
ENSG00000179528,62,72,31,48,21,57,14,11,24,16
ENSG00000272183,16,12,4,6,2,11,1,1,9,7
ENSG00000257702,43,45,16,47,15,63,10,10,13,12
ENSG00000115289,383,571,322,428,353,523,258,364,375,447
ENSG00000115297,11,28,11,10,6,7,66,75,48,94
ENSG00000144045,10,28,9,13,14,19,18,32,12,31
ENSG00000115307,5287,6425,4073,4725,4357,5602,2772,3773,3886,4616
ENSG00000115317,939,1115,840,1087,795,1196,700,960,1074,1345
ENSG00000115318,1792,3250,1757,1534,1587,2201,1436,1861,1569,1561
ENSG00000115325,749,1170,667,663,658,774,749,1016,857,1006
ENSG00000159374,12,8,3,10,8,10,5,9,8,9
ENSG00000233872,0,0,0,1,0,0,0,1,0,0
ENSG00000108442,0,0,0,0,0,0,0,0,0,0
ENSG00000135622,738,792,674,770,699,1191,223,314,268,295
ENSG00000224646,1,0,0,0,0,1,0,0,0,0
ENSG00000272711,129,139,85,127,142,200,28,36,21,21
ENSG00000159399,5623,6354,2645,2800,2779,4006,1137,1467,301,223
ENSG00000204792,36,37,36,39,42,41,19,21,23,15
ENSG00000236209,5,10,2,5,6,14,2,13,1,5
ENSG00000230836,0,1,1,2,2,4,2,2,0,1
ENSG00000115350,788,973,633,859,709,1323,264,348,274,377
ENSG00000115353,3,2,2,1,1,16,0,0,1,1
ENSG00000263909,1,0,0,0,0,1,0,1,0,0
ENSG00000270571,5,2,2,3,6,5,2,0,3,0
ENSG00000236167,1,0,0,0,0,0,0,0,0,1
ENSG00000115363,45,63,21,36,25,61,1,2,0,0
ENSG00000237293,0,0,0,0,0,0,0,0,0,0
ENSG00000238410,0,0,0,0,1,0,0,0,0,0
ENSG00000231172,0,0,0,0,0,0,0,0,0,1
ENSG00000230477,0,0,0,0,0,0,0,0,0,1
ENSG00000221638,0,0,0,0,0,0,0,0,0,0
ENSG00000115364,1343,1654,1111,1264,1175,1649,760,1028,802,973
ENSG00000226247,3,2,2,2,0,2,0,3,2,0
ENSG00000005436,682,818,485,582,575,895,316,455,397,431
ENSG00000270696,190,264,134,133,166,268,107,150,125,134
ENSG00000271452,32,40,18,23,24,49,11,22,10,13
ENSG00000270462,7,5,7,3,6,4,0,0,1,0
ENSG00000270996,1,8,3,4,10,8,6,5,5,10
ENSG00000233107,0,0,0,0,0,0,0,0,0,0
ENSG00000228209,0,0,0,0,0,0,0,0,0,0
ENSG00000271356,0,0,0,0,0,0,0,0,0,0
ENSG00000200488,0,1,0,0,1,0,0,0,0,4
ENSG00000251947,0,0,0,0,0,0,0,0,0,0
ENSG00000176204,18,6,17,23,13,36,8,7,7,14
ENSG00000234653,0,0,1,0,0,1,0,0,1,0
ENSG00000227088,0,0,0,0,0,0,2,0,0,0
ENSG00000230968,0,0,0,0,0,0,0,0,0,0
ENSG00000237077,0,0,0,0,0,1,0,0,0,0
ENSG00000233605,0,0,0,0,0,0,0,0,0,0
ENSG00000229494,0,0,0,0,0,0,0,0,0,0
ENSG00000214429,0,0,0,0,1,0,1,0,0,0
ENSG00000270470,0,0,0,0,0,0,0,0,0,0
ENSG00000234877,0,0,0,0,0,0,0,0,0,0
ENSG00000202423,0,0,0,0,0,0,0,0,0,0
ENSG00000200048,0,0,0,0,0,0,0,0,0,0
ENSG00000143954,1,0,0,0,0,0,0,0,0,0
ENSG00000172023,1,0,0,0,0,0,0,0,0,0
ENSG00000115386,0,0,0,0,0,0,1,1,0,2
ENSG00000204787,0,0,0,0,0,0,0,0,0,0
ENSG00000172016,0,0,0,0,0,1,0,1,0,0
ENSG00000224879,0,0,0,0,0,0,0,0,0,0
ENSG00000066032,115,65,47,91,54,170,0,2,0,2
ENSG00000229385,0,0,0,0,0,0,0,0,0,0
ENSG00000277171,0,0,0,0,0,0,0,1,0,0
ENSG00000230237,0,0,0,0,0,0,0,0,0,0
ENSG00000252031,0,0,0,0,0,0,0,0,0,0
ENSG00000266436,0,0,0,0,0,0,0,0,0,0
ENSG00000276917,0,0,0,0,0,0,0,0,0,0
ENSG00000224731,0,0,0,0,1,2,2,1,0,0
ENSG00000223427,0,0,0,1,1,0,0,0,0,0
ENSG00000162951,1,2,2,2,0,2,1,1,0,8
ENSG00000237031,1,0,0,2,0,6,0,1,1,0
ENSG00000230975,0,0,0,3,0,3,0,0,0,1
ENSG00000234429,1,0,0,0,0,0,0,0,0,0
ENSG00000231722,0,0,0,0,0,0,0,0,0,0
ENSG00000235519,0,0,0,0,0,0,0,0,0,0
ENSG00000233444,0,0,0,0,0,0,0,0,0,0
ENSG00000242118,0,0,0,0,0,0,0,0,0,0
ENSG00000231781,0,0,0,0,0,0,0,0,0,0
ENSG00000229560,0,0,0,0,0,0,0,0,0,0
ENSG00000252897,0,0,0,0,0,0,0,0,0,0
ENSG00000201311,0,0,0,0,0,0,0,0,0,0
ENSG00000237498,0,0,0,0,0,0,0,0,0,0
ENSG00000226860,0,0,0,0,0,0,0,0,0,0
ENSG00000226700,0,0,0,0,0,0,0,0,0,0
ENSG00000225045,0,0,0,0,0,0,0,0,0,0
ENSG00000224695,0,0,0,0,0,0,0,0,0,0
ENSG00000227789,0,0,0,0,0,0,0,0,0,0
ENSG00000168129,0,0,0,0,0,0,0,0,0,0
ENSG00000223977,0,0,0,0,0,0,0,0,0,0
ENSG00000232548,0,0,0,0,0,0,0,0,0,0
ENSG00000224627,0,0,0,0,0,0,0,0,0,0
ENSG00000199295,0,0,0,0,0,0,0,0,0,0
ENSG00000228225,0,0,0,0,0,0,0,0,0,0
ENSG00000228902,0,0,0,0,0,0,0,0,0,0
ENSG00000182814,0,0,0,0,0,1,0,0,0,0
ENSG00000228272,0,0,1,0,2,0,0,0,0,0
ENSG00000163541,2676,3512,2073,2452,2265,3583,1738,2446,2407,2488
ENSG00000115423,61,65,44,55,55,74,36,52,70,45
ENSG00000259056,0,1,1,0,0,4,1,0,2,1
ENSG00000235847,0,0,0,0,1,1,0,1,1,0
ENSG00000186854,60,67,27,70,56,111,42,79,57,62
ENSG00000276362,0,0,0,1,0,0,0,2,0,0
ENSG00000213400,0,0,0,0,0,1,0,0,0,0
ENSG00000279992,0,0,0,0,0,0,0,0,0,0
ENSG00000034510,23634,30917,18024,23162,19118,31454,23153,31322,20077,24843
ENSG00000213399,15,20,9,7,7,12,2,3,3,1
ENSG00000176407,2032,2341,1519,1947,1698,2990,1341,1822,1541,1993
ENSG00000260840,4,0,0,0,0,1,2,0,0,0
ENSG00000235463,2,0,0,0,0,1,0,1,2,0
ENSG00000225787,0,0,0,0,0,0,0,0,0,0
ENSG00000152284,1572,2362,1277,1217,1014,1420,796,1160,1063,1285
ENSG00000231134,3,3,0,0,3,3,1,0,2,1
ENSG00000200701,1,0,1,0,0,1,0,0,1,0
ENSG00000230299,2,2,0,0,1,2,0,1,0,0
ENSG00000246575,35,40,27,35,15,16,7,14,22,17
ENSG00000152291,8532,9855,6132,7224,6394,11175,5029,6992,6087,6860
ENSG00000239143,1,0,1,0,0,0,0,0,0,0
ENSG00000270532,2,0,1,0,2,3,2,0,2,1
ENSG00000042445,1143,1276,1032,1236,823,1384,808,1112,1246,1890
ENSG00000115459,947,1154,674,891,722,1042,365,496,528,590
ENSG00000271014,4,5,0,0,1,1,0,1,0,1
ENSG00000202382,3,7,4,2,2,7,3,3,2,2
ENSG00000278590,11,9,5,7,8,5,5,4,14,3
ENSG00000273196,5,4,3,0,2,4,3,1,2,0
ENSG00000042493,1213,1050,589,1153,641,1733,615,808,187,414
ENSG00000152292,24,22,11,26,14,37,9,25,20,27
ENSG00000207207,3,0,0,2,0,4,1,1,3,4
ENSG00000244399,2,1,1,0,0,0,0,0,1,0
ENSG00000199936,0,0,0,0,0,1,0,0,0,0
ENSG00000229648,0,0,0,0,0,0,0,0,0,0
ENSG00000168906,9454,10852,7797,9170,8481,12245,5749,7806,7045,9113
ENSG00000115486,1808,1832,2030,2288,1393,2212,1020,1441,2367,2538
ENSG00000118640,26,19,13,23,9,29,3,8,4,14
ENSG00000276281,1,1,0,0,0,3,0,0,0,1
ENSG00000281331,0,0,1,0,0,0,0,0,0,0
ENSG00000168899,470,544,472,625,302,631,420,615,424,949
ENSG00000168894,958,1190,790,810,864,1298,477,641,597,889
ENSG00000168890,293,337,242,274,231,314,197,296,256,340
ENSG00000168883,3012,3852,2243,2871,2498,4028,1610,2268,1654,2080
ENSG00000168887,1951,2297,1275,1713,1500,2536,691,955,678,823
ENSG00000168878,10,1,3,6,1,18,5,7,2,8
ENSG00000115523,2,4,3,0,0,0,1,0,0,0
ENSG00000203363,1,0,0,0,0,1,0,0,0,0
ENSG00000199687,0,0,0,0,0,0,0,0,0,0
ENSG00000168874,243,155,173,299,156,356,246,321,378,523
ENSG00000278783,4,0,2,1,1,2,0,2,3,1
ENSG00000229498,1,1,0,2,0,1,3,4,4,3
ENSG00000252321,0,0,0,0,0,1,0,0,0,0
ENSG00000115525,1120,1000,833,1254,626,1331,648,871,1551,1388
ENSG00000232504,10,3,5,6,7,13,2,0,1,4
ENSG00000272564,2,2,0,1,0,5,0,3,0,1
ENSG00000068654,4822,5710,3660,4064,4756,6774,2653,3730,3434,3257
ENSG00000132300,3674,4734,2796,3384,3088,5070,1850,2557,2070,2544
ENSG00000208772,28,32,29,22,28,37,18,21,27,22
ENSG00000132305,4609,6039,3531,4449,3897,6692,2282,2983,2519,3067
ENSG00000200241,1,0,1,0,0,2,0,0,0,3
ENSG00000265420,0,0,0,0,0,0,0,0,0,0
ENSG00000273080,64,61,23,40,22,62,11,15,7,8
ENSG00000132313,1336,1714,1116,1333,1402,2243,955,1298,966,1266
ENSG00000068615,404,356,431,595,273,647,151,191,242,276
ENSG00000202537,0,0,0,0,0,1,0,0,0,0
ENSG00000251974,0,0,0,0,0,1,0,0,0,0
ENSG00000115548,2815,3330,2042,2041,1655,2597,1671,2139,1827,2094
ENSG00000115561,2427,2704,2089,2380,2042,3313,1533,1998,1782,2353
ENSG00000249884,12,16,14,13,6,13,4,6,3,6
ENSG00000200563,2,0,0,0,2,0,0,0,0,0
ENSG00000228363,25,14,9,16,15,15,3,5,14,21
ENSG00000239305,758,785,594,779,548,1038,410,593,431,692
ENSG00000153561,3111,3919,2458,2926,2883,4389,1463,1888,1742,2262
ENSG00000153563,170,129,104,196,85,223,1,0,0,4
ENSG00000172116,0,0,0,1,0,0,0,2,0,0
ENSG00000233673,7,2,0,2,1,2,0,1,2,2
ENSG00000213605,5,0,0,1,0,1,1,2,0,0
ENSG00000187627,1,1,1,2,1,2,2,4,3,2
ENSG00000231351,6,1,0,2,1,3,0,2,1,0
ENSG00000226114,0,0,1,0,0,0,0,0,0,0
ENSG00000183281,4,10,7,8,7,10,5,14,25,21
ENSG00000231259,167,205,105,151,128,156,39,65,57,66
ENSG00000266931,29,34,24,28,25,43,7,7,9,6
ENSG00000230395,1,0,0,0,0,0,0,1,0,0
ENSG00000204745,58,71,52,55,46,91,34,46,39,40
ENSG00000264793,0,0,0,0,0,0,0,0,0,0
ENSG00000233671,8,0,0,3,0,6,1,1,0,0
ENSG00000281477,0,0,0,0,0,1,0,0,0,1
ENSG00000271097,0,0,0,0,0,0,0,0,0,0
ENSG00000233999,0,0,0,0,0,0,0,0,0,0
ENSG00000224881,0,0,0,0,0,0,0,0,0,0
ENSG00000280721,7,11,4,2,3,8,5,11,4,3
ENSG00000222041,459,447,319,401,344,579,189,201,146,207
ENSG00000273445,1,0,2,0,0,3,0,0,1,2
ENSG00000214354,0,1,0,0,0,1,1,1,2,0
ENSG00000265507,1,1,1,0,0,0,0,0,1,1
ENSG00000225933,2,0,3,2,0,3,3,1,0,0
ENSG00000234231,140,162,125,138,95,157,64,82,87,87
ENSG00000125551,5,7,14,15,6,10,3,6,6,7
ENSG00000185304,3,2,2,3,3,2,0,2,7,4
ENSG00000229604,12,21,7,14,7,23,3,7,9,14
ENSG00000225428,0,0,0,1,0,0,0,0,0,0
ENSG00000233205,7,1,2,4,1,4,1,5,2,6
ENSG00000275597,2,0,0,0,0,2,0,0,0,0
ENSG00000222724,0,0,0,0,0,0,0,0,0,0
ENSG00000172086,1000,1197,918,968,915,1574,681,851,885,895
ENSG00000115593,0,3,0,3,0,3,0,1,4,3
ENSG00000265003,0,0,0,0,0,0,0,0,0,0
ENSG00000163586,0,1,0,0,1,0,0,0,0,0
ENSG00000144115,1063,1248,674,936,625,1134,0,1,1,1
ENSG00000232508,0,0,0,0,0,0,0,2,0,0
ENSG00000283262,0,0,0,0,0,0,0,0,0,0
ENSG00000212133,0,0,0,0,0,0,0,0,0,0
ENSG00000252395,0,0,0,0,0,0,0,0,0,0
ENSG00000224291,1,0,0,0,0,0,0,0,0,0
ENSG00000214336,27,25,17,24,30,30,0,0,0,0
ENSG00000172073,0,0,0,0,0,4,2,0,1,1
ENSG00000225420,2,2,2,3,1,2,0,1,1,0
ENSG00000172071,707,727,545,596,452,785,503,640,514,701
ENSG00000234028,61,84,45,44,51,109,16,20,6,15
ENSG00000153574,920,1313,756,907,910,1193,467,683,531,540
ENSG00000230006,1,0,1,0,2,4,1,1,0,0
ENSG00000283270,0,0,0,0,0,1,0,0,0,0
ENSG00000240040,0,0,0,0,0,0,0,0,0,0
ENSG00000265510,0,0,0,0,0,0,0,0,0,0
ENSG00000211592,0,0,0,0,0,0,0,0,0,0
ENSG00000211593,0,0,0,0,0,0,0,0,0,0
ENSG00000211594,0,0,0,0,0,0,0,0,0,0
ENSG00000211595,0,0,0,0,0,0,0,0,0,0
ENSG00000211596,0,0,0,0,0,0,0,0,0,0
ENSG00000211597,0,0,0,0,0,0,0,0,0,0
ENSG00000211598,0,0,0,0,0,0,0,0,0,0
ENSG00000211599,0,0,0,0,0,0,0,0,0,0
ENSG00000197794,0,0,0,0,0,0,0,0,0,0
ENSG00000225136,0,0,0,0,0,0,0,0,0,0
ENSG00000253435,0,0,0,0,0,0,0,0,0,0
ENSG00000243466,1,0,0,0,0,0,0,0,0,1
ENSG00000239855,0,0,0,0,0,0,0,0,0,0
ENSG00000243063,1,0,0,0,0,1,0,0,0,0
ENSG00000240671,0,0,0,0,0,0,0,0,0,0
ENSG00000241755,0,0,0,0,0,1,0,0,0,0
ENSG00000253278,0,0,0,0,0,0,0,0,0,0
ENSG00000241351,0,0,0,0,0,0,0,0,0,0
ENSG00000243290,0,1,0,0,0,0,0,0,0,0
ENSG00000253497,0,0,0,0,0,0,0,0,0,0
ENSG00000253265,0,0,0,0,0,0,0,0,0,0
ENSG00000244437,0,0,0,0,0,0,1,0,0,0
ENSG00000240864,0,0,0,0,0,0,0,0,0,0
ENSG00000240382,0,0,0,0,0,0,1,0,0,0
ENSG00000254157,0,0,0,0,0,0,0,0,0,0
ENSG00000253732,1,1,0,0,0,0,0,0,0,0
ENSG00000239951,0,0,0,0,0,0,0,0,0,0
ENSG00000211611,0,0,0,0,0,0,0,0,0,0
ENSG00000253578,0,0,0,0,0,0,0,0,0,0
ENSG00000253625,0,0,0,0,0,0,0,0,0,0
ENSG00000241294,0,0,0,0,0,0,0,0,0,0
ENSG00000253202,1,0,0,0,0,0,0,0,0,0
ENSG00000254098,0,0,0,0,0,0,0,0,0,0
ENSG00000277852,0,0,0,0,0,1,0,0,0,0
ENSG00000244575,0,0,0,0,0,0,0,0,0,0
ENSG00000244116,0,0,0,0,0,0,0,0,0,0
ENSG00000253998,0,0,0,0,0,0,0,0,0,0
ENSG00000243238,0,0,0,0,0,0,0,0,0,0
ENSG00000253158,0,0,0,1,0,0,0,0,0,0
ENSG00000253870,0,0,0,0,0,0,0,0,0,0
ENSG00000242076,0,0,0,0,0,0,0,0,0,0
ENSG00000253860,0,0,0,0,0,0,0,0,0,0
ENSG00000253461,0,0,0,0,0,0,0,0,0,0
ENSG00000253487,0,0,0,0,0,0,0,0,0,0
ENSG00000239862,0,0,0,0,0,0,0,0,0,0
ENSG00000253592,0,0,0,0,0,0,0,0,0,0
ENSG00000242371,0,0,0,0,0,0,0,0,0,0
ENSG00000273962,0,0,0,0,0,0,0,0,0,0
ENSG00000283427,0,3,2,0,1,1,1,3,1,0
ENSG00000283196,438,509,245,348,264,528,130,167,131,224
ENSG00000283132,3,0,0,0,0,1,0,1,0,0
ENSG00000283214,2,0,0,0,0,0,0,0,0,0
ENSG00000283659,0,0,0,0,0,0,0,0,0,0
ENSG00000251039,0,0,0,0,0,0,0,0,0,0
ENSG00000251546,0,0,0,0,0,0,0,0,0,0
ENSG00000254009,0,0,0,0,0,0,0,0,0,0
ENSG00000250036,0,0,0,0,0,0,0,0,0,0
ENSG00000253127,0,0,0,0,0,0,0,0,0,0
ENSG00000232747,0,0,0,0,0,0,0,0,0,0
ENSG00000253501,0,0,0,0,0,0,0,0,0,0
ENSG00000239975,0,0,0,0,0,0,0,0,0,0
ENSG00000253191,0,0,0,0,0,0,0,0,0,0
ENSG00000253999,0,0,0,0,0,1,0,0,0,0
ENSG00000239571,0,0,0,0,0,0,0,0,0,0
ENSG00000243264,0,0,0,0,0,0,0,0,0,0
ENSG00000242534,0,0,0,0,0,0,0,0,0,0
ENSG00000224607,0,0,0,0,0,0,0,0,0,0
ENSG00000211623,0,0,0,0,0,0,0,0,0,0
ENSG00000254097,0,0,0,0,0,0,0,0,0,0
ENSG00000241566,0,0,0,0,0,0,0,0,0,0
ENSG00000254345,0,0,0,0,0,0,0,0,0,0
ENSG00000253365,0,0,0,0,0,0,0,0,0,0
ENSG00000225523,0,0,0,0,0,0,0,0,0,0
ENSG00000211625,0,0,0,0,0,0,0,1,0,0
ENSG00000253765,0,0,0,0,0,0,0,0,0,0
ENSG00000254220,0,0,0,0,0,0,0,0,0,0
ENSG00000211626,0,0,0,0,0,0,0,0,0,0
ENSG00000242766,0,0,0,0,0,0,0,0,0,0
ENSG00000241244,0,0,0,0,0,0,0,0,0,0
ENSG00000224041,0,1,0,0,0,0,0,0,0,0
ENSG00000254292,0,0,0,0,0,0,0,0,0,0
ENSG00000276566,0,0,0,0,0,1,0,0,0,0
ENSG00000278857,0,0,0,0,0,0,0,0,0,0
ENSG00000211632,0,0,0,0,0,0,0,0,0,0
ENSG00000253906,0,0,0,1,0,0,0,0,0,0
ENSG00000211633,0,0,0,0,0,0,0,0,0,0
ENSG00000242580,0,0,0,0,0,0,0,0,0,0
ENSG00000239819,0,0,0,0,0,0,0,0,0,0
ENSG00000228325,0,1,0,1,0,0,1,0,0,0
ENSG00000275490,0,0,0,0,0,2,0,0,0,0
ENSG00000270999,0,0,0,0,0,0,0,0,0,0
ENSG00000265897,0,0,0,0,0,0,0,0,0,0
ENSG00000281904,1,0,1,0,0,1,1,0,0,1
ENSG00000230964,1,0,0,0,0,0,0,0,0,0
ENSG00000261600,0,1,0,0,2,0,0,0,0,0
ENSG00000278131,17,2,1,6,4,13,5,4,4,5
ENSG00000143429,228,294,158,200,155,275,44,52,45,53
ENSG00000184303,0,0,0,0,0,1,0,0,0,0
ENSG00000230572,0,0,1,1,0,1,0,0,0,0
ENSG00000271627,0,0,0,0,0,0,0,0,0,0
ENSG00000223703,57,76,34,51,38,64,53,115,54,54
